ID,Title,Music_Prompt,Video_Title,Video_Caption_KR,Video_Caption_EN,Theme,ColorPreset
NM056,Delta Silent Snow - Pure Stillness,"Create delta waves with silent snow falling. Absolute quiet muffled world. Frequency: 1-2Hz. Perfect stillness. Snow blanket. Pure silence. Winter meditation.",Delta Silent Snow ❄️ Pure Stillness Sleep,고요히 내리는 눈처럼 평화롭게 쉬세요. 순수한 고요함 ❄️ | Rest peacefully like silent falling snow. Pure quietness ❄️,Rest so very peacefully just like the silent falling snow. Here in such pure and perfect quietness ❄️,moonlight,softPink
NM057,Alpha Bird Song - Dawn Chorus,"Create alpha waves with gentle bird chorus. Morning birds soft chirping. Frequency: 8-10Hz. Nature's awakening. Hopeful sounds. Life continuing. Gentle morning prep.",Alpha Bird Song 🐦 Dawn Chorus Sleep,새들의 합창과 함께 평화로운 밤을 보내세요. 희망의 밤 🐦 | Spend peaceful night with bird chorus. Night of hope 🐦,Spend such a peaceful and beautiful night together with the gentle bird chorus. Such a night filled with hope 🐦,creativeflow,softYellow
NM058,Delta Sacred Mountain - Heaven Touch,"Create delta waves with sacred mountain atmosphere. High altitude thin air. Frequency: 1-3Hz. Closeness to heaven. Sacred peak. Divine proximity. Elevated peace.",Delta Sacred Mountain ⛰️ Heaven Touch Sleep,성스러운 산의 고요함 속에서 쉬세요. 하늘과 가까운 곳 ⛰️ | Rest in sacred mountain quietness. Close to heaven ⛰️,Rest so peacefully in the profound quietness of this sacred mountain. So beautifully close to heaven ⛰️,zenfocus,electric
NM059,Theta Forest Rain - Green Peace,"Create theta waves with forest rain. Rain on leaves green essence. Frequency: 4-6Hz. Life-giving water. Forest breathing. Green healing. Growth rest.",Theta Forest Rain 🌲 Green Peace Sleep,숲에 내리는 비와 함께 쉬세요. 초록의 평화 속에서 🌲 | Rest with rain falling on forest. In green peace 🌲,Rest so peacefully together with the rain gently falling on the forest. Here in such beautiful green peace 🌲,zenfocus,softGreen
NM060,Delta Moonlit Ocean - Silver Waves,"Create delta waves with moonlit ocean. Silver wave shimmer lunar reflection. Frequency: 1-2Hz. Moon on water. Silver path. Ocean meditation. Liquid moonlight.",Delta Moonlit Ocean 🌊 Silver Waves Sleep,달빛 비치는 바다에서 쉬세요. 은빛 물결 속에서 🌊 | Rest in moonlit ocean. In silver waves 🌊,Rest so peacefully in this beautiful moonlit ocean. Here in such gentle silver waves and lunar light 🌊,ocean,midnight
NM061,Alpha Gentle Dawn - Soft Awakening,"Create alpha waves with very gentle dawn. Softest light first bird. Frequency: 8-9Hz. Gentlest awakening prep. Hope whisper. New day softness. Tender beginning.",Alpha Gentle Dawn 🌅 Soft Awakening Sleep,부드러운 새벽과 함께 평화롭게 쉬세요. 희망찬 밤 🌅 | Rest peacefully with gentle dawn. Hopeful night 🌅,Rest so very peacefully together with this gentle dawn. Such a hopeful and tender night 🌅,creativeflow,softYellow
NM062,Delta Earth Embrace - Grounding Deep,"Create delta waves with earth grounding. Deep soil rich earth. Frequency: 1-3Hz. Root chakra healing. Grounded safety. Earth mother. Geological comfort.",Delta Earth Embrace 🌍 Grounding Deep Sleep,대지의 품 안에서 깊이 쉬세요. 뿌리내린 평화 🌍 | Rest deeply in earth's embrace. Rooted peace 🌍,Rest so deeply in the loving embrace of Mother Earth. Such beautifully rooted peace and stability 🌍,zenfocus,softGreen
NM063,Theta Twilight Glow - Between Worlds,"Create theta waves with twilight atmosphere. Between day and night liminal space. Frequency: 5-7Hz. Magical hour. Transition beauty. Between-worlds rest. Threshold peace.",Theta Twilight Glow 🌆 Between Worlds Sleep,황혼의 빛 속에서 쉬세요. 마법의 시간 🌆 | Rest in twilight glow. Magical time 🌆,Rest so peacefully in this beautiful twilight glow. Such a magical and enchanted time 🌆,brainboost,softYellow
NM064,Delta Crystal Water - Pure Clarity,"Create delta waves with crystal-clear water. Mountain spring pristine water. Frequency: 1-2Hz. Absolute purity. Clear essence. Transparent peace. Water meditation.",Delta Crystal Water 💧 Pure Clarity Sleep,수정처럼 맑은 물과 함께 쉬세요. 순수한 평화 💧 | Rest with crystal-clear water. Pure peace 💧,Rest so peacefully together with this crystal-clear water. Such pure and beautiful peace 💧,ocean,arctic
NM065,Alpha Meadow Breeze - Flower Peace,"Create alpha waves with meadow breeze. Wildflowers grass swaying. Frequency: 9-10Hz. Open field peace. Natural freedom. Meadow comfort. Simple beauty rest.",Alpha Meadow Breeze 🌼 Flower Peace Sleep,초원의 바람과 함께 편안히 쉬세요. 자유로운 평화 🌼 | Rest comfortably with meadow breeze. Free peace 🌼,Rest so comfortably together with this gentle meadow breeze. Such free and beautiful peace 🌼,creativeflow,softPink
NM066,Delta Black Hole Peace - Void Comfort,"Create delta waves with cosmic void atmosphere. Deep space silence infinite stillness. Frequency: 0.5-2Hz. Peaceful void. Pregnant emptiness. Ultimate quiet. Rest in nothing.",Delta Black Hole Peace 🌌 Void Comfort Sleep,우주의 고요 속에서 쉬세요. 무한한 평화 🌌 | Rest in cosmic quietness. Infinite peace 🌌,Rest so deeply in the profound quietness of the cosmos. Such infinite and absolute peace 🌌,brainboost,electric
NM067,Theta Garden Rain - Growth Song,"Create theta waves with garden rain. Rain on flowers vegetables growing. Frequency: 4-6Hz. Growth sounds. Life nurturing. Garden blessing. Cultivation rest.",Theta Garden Rain 🌱 Growth Song Sleep,정원에 내리는 비의 노래와 함께 쉬세요. 생명의 밤 🌱 | Rest with garden rain song. Night of life 🌱,Rest so peacefully with the beautiful song of rain falling on the garden. Such a night celebrating life 🌱,ocean,emerald
NM068,Delta Pine Needle Bed - Forest Floor,"Create delta waves with forest floor atmosphere. Pine needle sounds earth scent. Frequency: 1-3Hz. Forest floor rest. Earth bed. Natural mattress. Woodland peace.",Delta Pine Needle Bed 🌲 Forest Floor Sleep,소나무 숲의 바닥에서 쉬세요. 대지의 침상 🌲 | Rest on forest floor. Earth's bed 🌲,Rest so peacefully on this natural forest floor. Here on Earth's most comfortable bed 🌲,zenfocus,softGreen
NM069,Alpha Sunset Gold - Day's End Peace,"Create alpha waves with sunset atmosphere. Golden hour warm glow. Frequency: 8-10Hz. Day completion. Grateful rest. Sunset peace. Golden comfort.",Alpha Sunset Gold 🌅 Day's End Peace Sleep,황금빛 노을과 함께 하루를 마무리하세요. 감사한 밤 🌅 | Complete day with golden sunset. Grateful night 🌅,Complete this day so beautifully with the golden sunset. Such a grateful and peaceful night 🌅,creativeflow,softYellow
NM070,Delta Volcanic Earth - Primal Heat,"Create delta waves with gentle volcanic warmth. Deep earth heat geothermal comfort. Frequency: 1-2Hz. Earth's core warmth. Primal heat. Geological embrace. Deep earth rest.",Delta Volcanic Earth 🌋 Primal Heat Sleep,대지의 따뜻함 속에서 쉬세요. 원초적 온기 🌋 | Rest in earth's warmth. Primal warmth 🌋,Rest so deeply in the gentle warmth of the earth. Such beautiful primal warmth and comfort 🌋,moonlight,electric
NM071,Theta Morning Mist - Soft Clarity,"Create theta waves with morning mist atmosphere. Gentle fog soft visibility. Frequency: 5-6Hz. Soft awakening. Gentle clarity. Mist peace. Dawn mystery.",Theta Morning Mist 🌫️ Soft Clarity Sleep,아침 안개의 부드러움 속에서 쉬세요. 평화로운 밤 🌫️ | Rest in morning mist softness. Peaceful night 🌫️,Rest so peacefully in the beautiful softness of the morning mist. Such a peaceful and mysterious night 🌫️,ocean,emerald
NM072,Delta Heartbeat Earth - Pulse of Life,"Create delta waves with earth's heartbeat. Schumann resonance natural pulse. Frequency: 1-3Hz with 7.83Hz overlay. Planetary heartbeat. Life rhythm. Earth pulse. Grounded love.",Delta Heartbeat Earth 💚 Pulse of Life Sleep,지구의 심장박동과 함께 쉬세요. 생명의 리듬 💚 | Rest with earth's heartbeat. Rhythm of life 💚,Rest so peacefully together with the loving heartbeat of Earth. The beautiful rhythm of all life 💚,zenfocus,softGreen
NM073,Alpha Butterfly Wing - Gentle Flutter,"Create alpha waves with butterfly wing sounds. Delicate flutter flower visits. Frequency: 9-11Hz. Gentle movement. Lightness. Butterfly peace. Delicate rest.",Alpha Butterfly Wing 🦋 Gentle Flutter Sleep,나비 날개의 부드러움과 함께 쉬세요. 가벼운 평화 🦋 | Rest with butterfly wing softness. Light peace 🦋,Rest so gently with the beautiful softness of butterfly wings. Such light and delicate peace 🦋,creativeflow,softPink
NM074,Delta Night Garden - Dark Bloom,"Create delta waves with night garden. Night-blooming flowers moon flowers. Frequency: 1-2Hz. Nocturnal beauty. Night magic. Dark bloom. Mysterious peace.",Delta Night Garden 🌺 Dark Bloom Sleep,밤에 피는 정원에서 쉬세요. 신비로운 평화 🌺 | Rest in night-blooming garden. Mysterious peace 🌺,Rest so peacefully in this beautiful night-blooming garden. Such mysterious and magical peace 🌺,moonlight,softPink
NM075,Theta River Journey - Flowing Peace,"Create theta waves with river journey. Gentle current flow sounds. Frequency: 4-6Hz. River travel. Going with flow. Current trust. Flowing rest.",Theta River Journey 🌊 Flowing Peace Sleep,강물의 흐름과 함께 쉬세요. 흐르는 평화 🌊 | Rest with river flow. Flowing peace 🌊,Rest so peacefully together with the gentle flow of the river. Such beautiful flowing peace 🌊,ocean,tropical
NM076,Delta Moss Cave - Green Quiet,"Create delta waves with moss cave atmosphere. Soft moss dampness green quiet. Frequency: 1-3Hz. Living stone. Green silence. Cave garden. Moss meditation.",Delta Moss Cave 🌿 Green Quiet Sleep,이끼 낀 동굴의 고요함 속에서 쉬세요. 초록 평화 🌿 | Rest in moss cave quietness. Green peace 🌿,Rest so peacefully in the profound quietness of this moss cave. Such green and living peace 🌿,zenfocus,softGreen
NM077,Alpha Cloud Dance - Sky Freedom,"Create alpha waves with cloud movement. Clouds drifting sky dance. Frequency: 8-10Hz. Sky freedom. Cloud peace. Atmospheric rest. Heavenly drift.",Alpha Cloud Dance ☁️ Sky Freedom Sleep,구름의 춤과 함께 자유롭게 쉬세요. 하늘의 평화 ☁️ | Rest freely with cloud dance. Sky peace ☁️,Rest so freely together with the beautiful dance of clouds. Such sky freedom and peace ☁️,ocean,tropical
NM078,Delta Mineral Spring - Healing Water,"Create delta waves with mineral spring atmosphere. Healing water minerals. Frequency: 1-2Hz. Therapeutic water. Mineral healing. Spring blessing. Water medicine.",Delta Mineral Spring 💧 Healing Water Sleep,광천수의 치유 속에서 쉬세요. 물의 축복 💧 | Rest in mineral spring healing. Water blessing 💧,Rest so deeply in the beautiful healing of mineral spring water. Such a blessing from the water 💧,ocean,arctic
NM079,Theta Zen Bell - Single Tone,"Create theta waves with zen meditation bell. Single clear tone long resonance. Frequency: 5-7Hz. One sound. Pure attention. Bell meditation. Simplicity rest.",Theta Zen Bell 🔔 Single Tone Sleep,선명한 종소리 하나와 함께 쉬세요. 단순한 평화 🔔 | Rest with one clear bell tone. Simple peace 🔔,Rest so peacefully with this one clear and beautiful bell tone. Such simple and perfect peace 🔔,zenfocus,electric
NM080,Delta Starlight Blanket - Cosmic Cover,"Create delta waves with starlight covering. Stars blanketing earth. Frequency: 1-3Hz. Star blanket. Cosmic protection. Stellar embrace. Universe tucking in.",Delta Starlight Blanket ⭐ Cosmic Cover Sleep,별빛 담요가 당신을 덮어줘요. 우주의 보호 ⭐ | Starlight blanket covers you. Universe protection ⭐,A beautiful blanket of starlight so gently covers you. Such loving protection from the universe ⭐,brainboost,electric
NM081,Alpha Willow Tree - Gentle Sway,"Create alpha waves with willow tree atmosphere. Gentle branch swaying. Frequency: 9-10Hz. Willow peace. Flexible strength. Tree meditation. Graceful rest.",Alpha Willow Tree 🌳 Gentle Sway Sleep,버드나무의 부드러운 움직임과 함께 쉬세요. 우아한 평화 🌳 | Rest with willow's gentle sway. Graceful peace 🌳,Rest so peacefully with the gentle swaying of the willow tree. Such graceful and beautiful peace 🌳,zenfocus,softGreen
NM082,Delta Tidal Pool - Ocean Cradle,"Create delta waves with tidal pool sounds. Gentle pool rocks and life. Frequency: 1-2Hz. Ocean cradle. Tidal rhythm. Pool peace. Small ocean rest.",Delta Tidal Pool 🌊 Ocean Cradle Sleep,조수 웅덩이의 평화 속에서 쉬세요. 바다의 요람 🌊 | Rest in tidal pool peace. Ocean cradle 🌊,Rest so peacefully in the gentle peace of this tidal pool. Such a beautiful ocean cradle 🌊,ocean,tropical
NM083,Theta Incense Smoke - Sacred Drift,"Create theta waves with incense smoke atmosphere. Sacred smoke temple scent. Frequency: 4-6Hz. Sacred drift. Smoke meditation. Incense peace. Ritual rest.",Theta Incense Smoke 🕉️ Sacred Drift Sleep,향연기의 흐름과 함께 쉬세요. 신성한 평화 🕉️ | Rest with incense smoke flow. Sacred peace 🕉️,Rest so peacefully with the gentle flow of sacred incense smoke. Such sacred and holy peace 🕉️,zenfocus,electric
NM084,Delta Snowflake Fall - Unique Peace,"Create delta waves with individual snowflakes. Each flake unique gentle landing. Frequency: 1-2Hz. Unique beauty. Individual peace. Snow meditation. Singular rest.",Delta Snowflake Fall ❄️ Unique Peace Sleep,눈송이 하나하나와 함께 쉬세요. 고유한 평화 ❄️ | Rest with each snowflake. Unique peace ❄️,Rest so peacefully with each beautiful and unique snowflake. Such special and individual peace ❄️,moonlight,softPink
NM085,Alpha Honey Light - Golden Sweet,"Create alpha waves with honey light theme. Golden sweetness warm glow. Frequency: 8-10Hz. Sweet peace. Golden flow. Honey comfort. Nourishing rest.",Alpha Honey Light 🍯 Golden Sweet Sleep,꿀빛 따뜻함 속에서 쉬세요. 달콤한 평화 🍯 | Rest in honey light warmth. Sweet peace 🍯,Rest so comfortably in this beautiful honey light warmth. Such sweet and golden peace 🍯,creativeflow,softYellow
NM086,Delta Ancient Ocean - Primordial Sea,"Create delta waves with ancient ocean. Primordial sea first waters. Frequency: 0.5-2Hz. Origin ocean. First life. Ancient waters. Beginning rest.",Delta Ancient Ocean 🌊 Primordial Sea Sleep,태초의 바다와 함께 쉬세요. 생명의 근원 🌊 | Rest with ancient ocean. Origin of life 🌊,Rest so deeply together with the ancient primordial ocean. The beautiful origin of all life 🌊,ocean,midnight
NM087,Theta Dewdrop - Morning Pearl,"Create theta waves with dewdrop essence. Morning dew pearls. Frequency: 5-6Hz. Fresh beginning. Dew blessing. Dawn gift. Pearl peace.",Theta Dewdrop 💧 Morning Pearl Sleep,아침 이슬방울과 함께 쉬세요. 새로운 축복 💧 | Rest with morning dewdrops. New blessing 💧,Rest so peacefully with these beautiful morning dewdrops. Such a fresh new blessing 💧,ocean,arctic
NM088,Delta Sacred Flame - Eternal Light,"Create delta waves with sacred flame. Eternal fire gentle light. Frequency: 1-3Hz. Holy flame. Eternal light. Sacred warmth. Divine fire rest.",Delta Sacred Flame 🕯️ Eternal Light Sleep,신성한 불꽃과 함께 쉬세요. 영원한 빛 🕯️ | Rest with sacred flame. Eternal light 🕯️,Rest so peacefully with this sacred and beautiful flame. Such eternal and divine light 🕯️,brainboost,electric
NM089,Alpha Petal Rain - Flower Blessing,"Create alpha waves with falling petals. Cherry blossom rain gentle landing. Frequency: 9-10Hz. Petal blessing. Flower rain. Gentle landing. Beauty rest.",Alpha Petal Rain 🌸 Flower Blessing Sleep,꽃잎 비와 함께 쉬세요. 아름다운 축복 🌸 | Rest with petal rain. Beautiful blessing 🌸,Rest so peacefully with this beautiful rain of flower petals. Such a lovely blessing 🌸,creativeflow,softPink
NM090,Delta Earth Nest - Ground Embrace,"Create delta waves with earth nest feeling. Cozy ground hollow safe burrow. Frequency: 1-2Hz. Earth nest. Ground womb. Burrow safety. Nested peace.",Delta Earth Nest 🏡 Ground Embrace Sleep,대지의 보금자리에서 쉬세요. 포근한 품 🏡 | Rest in earth's nest. Cozy embrace 🏡,Rest so deeply in this beautiful nest of the earth. Such a cozy and loving embrace 🏡,zenfocus,softGreen
NM091,Theta Moonflower - Night Bloom,"Create theta waves with moonflower blooming. Night-blooming flowers moon essence. Frequency: 4-6Hz. Night bloom. Moon flower. Nocturnal beauty. Dark garden rest.",Theta Moonflower 🌙 Night Bloom Sleep,달빛 꽃과 함께 쉬세요. 밤의 아름다움 🌙 | Rest with moonflowers. Night beauty 🌙,Rest so peacefully with these beautiful moonflowers. Such nocturnal beauty and grace 🌙,moonlight,softPink
NM092,Delta Moss Pillow - Green Soft,"Create delta waves with moss pillow feeling. Soft moss bed forest floor. Frequency: 1-2Hz. Moss pillow. Green soft. Forest bed. Natural cushion rest.",Delta Moss Pillow 🌿 Green Soft Sleep,이끼 베개에서 쉬세요. 자연의 부드러움 🌿 | Rest on moss pillow. Nature's softness 🌿,Rest so comfortably on this beautiful moss pillow. Such natural softness and comfort 🌿,zenfocus,softGreen
NM093,Alpha Sunset Cloud - Evening Glow,"Create alpha waves with sunset clouds. Orange pink evening sky. Frequency: 8-10Hz. Evening glow. Sunset peace. Day completion. Grateful rest.",Alpha Sunset Cloud 🌅 Evening Glow Sleep,노을빛 구름과 함께 쉬세요. 저녁의 평화 🌅 | Rest with sunset clouds. Evening peace 🌅,Rest so peacefully with these beautiful sunset clouds. Such evening peace and gratitude 🌅,creativeflow,softYellow
NM094,Delta Universe Womb - Cosmic Origin,"Create delta waves with universe birth sound. Big bang echo cosmic womb. Frequency: 0.5-2Hz. Universe womb. Cosmic origin. Creation rest. Beginning embrace.",Delta Universe Womb 🌌 Cosmic Origin Sleep,우주의 탄생과 함께 쉬세요. 근원의 품 🌌 | Rest with universe birth. Origin embrace 🌌,Rest so deeply together with the birth of the universe. Such a beautiful embrace from the origin 🌌,brainboost,electric
NM095,Theta Silver Stream - Gentle Flow,"Create theta waves with silver stream. Moonlit water gentle current. Frequency: 5-6Hz. Silver flow. Moon stream. Gentle current. Liquid silver rest.",Theta Silver Stream 💧 Gentle Flow Sleep,은빛 시냇물과 함께 쉬세요. 부드러운 흐름 💧 | Rest with silver stream. Gentle flow 💧,Rest so peacefully with this beautiful silver stream. Such a gentle and loving flow 💧,ocean,arctic
NM096,Delta Heart Cave - Love Center,"Create delta waves with heart center. Inner heart space love resonance. Frequency: 1-3Hz. Heart cave. Love center. Inner sanctuary. Heart home rest.",Delta Heart Cave 💚 Love Center Sleep,마음의 동굴에서 쉬세요. 사랑의 중심 💚 | Rest in heart cave. Love center 💚,Rest so deeply in this beautiful cave of your heart. Such a loving center and sanctuary 💚,zenfocus,softGreen
NM097,Alpha Rainbow Mist - Color Peace,"Create alpha waves with rainbow mist. Soft color mist gentle spectrum. Frequency: 9-10Hz. Rainbow peace. Color mist. Spectrum comfort. Prismatic rest.",Alpha Rainbow Mist 🌈 Color Peace Sleep,무지개 안개와 함께 쉬세요. 색의 평화 🌈 | Rest with rainbow mist. Color peace 🌈,Rest so peacefully with this beautiful rainbow mist. Such colorful peace and comfort 🌈,creativeflow,electric
NM098,Delta Star Seed - Cosmic Birth,"Create delta waves with star birth sounds. Stellar nucleosynthesis cosmic creation. Frequency: 1-2Hz. Star birth. Cosmic seed. Stellar creation. Universe birth rest.",Delta Star Seed ⭐ Cosmic Birth Sleep,별의 탄생과 함께 쉬세요. 우주의 창조 ⭐ | Rest with star birth. Cosmic creation ⭐,Rest so deeply together with the beautiful birth of stars. Such cosmic creation and wonder ⭐,brainboost,electric
NM099,Theta Peace Portal - Gate to Rest,"Create theta waves with peaceful portal. Gateway to deep rest transition sounds. Frequency: 4-6Hz. Peace portal. Rest gate. Sleep passage. Transition peace.",Theta Peace Portal 🚪 Gate to Rest Sleep,평화의 문을 지나 쉬세요. 휴식으로의 여행 🚪 | Pass through peace portal to rest. Journey to rest 🚪,Pass so gently through this beautiful portal of peace to rest. Such a peaceful journey 🚪,moonlight,softPink
NM100,Delta Perfect Peace - Complete Rest,"Create delta waves for ultimate perfect peace. Combine all healing elements: nature cosmic love healing. Frequency: 1-3Hz with 528Hz healing overlay. Perfect stillness. Complete safety. Ultimate comfort. Total peace achieved. The final rest.",Delta Perfect Peace 🌟 Complete Ultimate Rest,완전한 평화를 찾으셨어요. 당신은 사랑받고 있어요. 편안히 주무세요. 모든 것이 괜찮아요 💫 | You found complete peace. You are loved. Sleep comfortably. Everything is okay 💫,You have found such complete and perfect peace. You are so deeply loved. Please sleep so very comfortably. Absolutely everything is perfectly okay 💫,moonlight,electric
